Trusted?,Disparity,Health,Time Remaining,Percent Trust,Collected Coins,Coin X,Coin Y,RobotStart X,RobotStart Y
False,0.0,100.0,119,0.0,0,4.33,4.762554356499268,4.33,4.762554356499268
False,0.06153241111484078,98.0,71,0.0,0,4.33,4.762554356499268,4.33,4.762554356499268
False,0.11485368693699505,98.0,43,0.0,0,4.33,4.762554356499268,4.33,4.762554356499268
False,0.30106838162327465,98.0,37,0.0,0,4.33,4.762554356499268,4.33,4.762554356499268
False,0.1409466516970222,100,107,0.0,1,6.508547601121788,6.0,6.508547601121788,6.0
False,0.12430764501149401,100,72,0.0,1,6.508547601121788,6.0,6.508547601121788,6.0
False,0.5376568906120294,98,58,0.0,1,6.508547601121788,6.0,6.508547601121788,6.0
False,0.1294832351171862,96,53,0.0,1,6.508547601121788,6.0,6.508547601121788,6.0
False,0.037944318758783235,100,83,0.0,3,3.255,3.5437897208173808,3.255,3.5437897208173808
False,0.0403842374633254,96,24,0.0,3,3.255,3.5437897208173808,3.255,3.5437897208173808
False,0.1812672125169752,91,16,0.0,3,3.255,3.5437897208173808,3.255,3.5437897208173808
False,0.7096893773601277,91,5,0.0,3,3.255,3.5437897208173808,3.255,3.5437897208173808
