0.0,0.000641976013143,1.69277191162e-05,-0.6044302,10:25:31
3.0,2.52227249972,6.47409391403,-0.4141438,10:25:39
3.0,1.42864574002,4.59507703781,-0.5172489,10:25:46
2.0,0.876238443176,3.43769693375,-0.5135171,10:25:52
3.0,1.60539834916,3.45083904266,-0.4971272,10:25:59
3.0,1.05849176237,2.13783812523,-0.4957663,10:26:4
1.0,1.04726238231,0.649796962738,-0.6001664,10:26:12
1.0,0.535473354082,2.44531416893,-0.4963256,10:26:18
6.0,2.79850317513,6.93339109421,-0.3514346,10:26:32
4.0,2.22790547296,5.5859708786,-0.4146737,10:26:50
0.0,0.0287379952497,0.785106182098,-0.5984115,10:26:58
4.0,3.2480960322,4.85442090034,-0.3510011,10:27:18
3.0,1.85640981624,3.16925811768,-0.4479620,10:27:26
1.0,0.812903290382,2.67091417313,-0.5010251,10:27:36
2.0,1.09873316644,2.76689600945,-0.5011823,10:27:41
3.0,1.63322023917,3.17322897911,-0.4622290,10:27:49
1.0,0.521891282574,4.47091197968,-0.5206435,10:28:0
3.0,2.57830392285,3.67571306229,-0.4133345,10:28:23
2.0,1.24980744949,1.84696388245,-0.5040796,10:28:28
3.0,1.06983282507,0.553654909134,-0.5927199,10:28:33
1.0,1.25726328738,1.05072188377,-0.5009743,10:28:39
1.0,0.392190403626,3.36781787872,-0.5118029,10:28:52
8.0,2.91773042584,6.43434500694,-0.4410175,10:29:12
1.0,1.16232902978,0.0,-0.6006382,10:29:16
0.0,0.36080514934,0.504929065704,-0.5943024,10:29:25
